Time_s,u,v,w,q_rad_s,p_dot,r_dot,beta_rad,p_rad_s,r_rad_s,rud_deg,ail_deg,aill_deg,ailr_deg,CY,Cl,Cn
0.275,0.00985207129269838,-1.63860905170441,-43.7975044250488,-0.00907817762345076,-0.0185511857271194,-0.00210727890953422,-0.0491972826421261,0.00670810649171472,0.000552421086467803,0.098368339240551,0.13115169107914,-0.205914720892906,0.0563886649906635,0.00963579397648573,-0.000974274065811187,-0.000110238936031237
0.3,0.0132643477991223,-1.63714635372162,-43.7976837158203,-0.00953342672437429,-0.0186674315482378,-0.00212037190794945,-0.0318449176847935,0.00287999864667654,0.0018873461522162,0.307464063167572,0.0273173339664936,-0.0578261353075504,-0.00319146621041,0.0102803055197001,-0.000963923637755215,-0.000108322557935026
0.325,0.0303789582103491,-1.63594305515289,-43.7991180419922,-0.00913424231112003,-0.0190269816666842,-0.00160486192908138,-0.043699037283659,0.00447148503735662,0.00241834064945579,0.247975721955299,0.144343256950378,-0.191540330648422,0.0971461907029152,0.0131666846573353,-0.000955754658207297,-4.87069410155527e-05
0.35,0.0309266950935125,-1.63649046421051,-43.7978096008301,-0.00994540564715862,-0.0117327608168125,-0.0020904007833451,-0.0329858511686325,0.00541691761463881,0.00244435900822282,0.159495159983635,0.186825290322304,-0.241539001464844,0.132111579179764,0.0122351804748178,-0.000613220909144729,-0.000154372886754572
0.375,0.0131346583366394,-1.63733327388763,-43.7985076904297,-0.00789859239012003,-0.0117572732269764,-0.00179586536251009,-0.0461620688438416,0.00575154228135943,0.00135743559803814,0.157267212867737,0.0736317560076714,-0.0946490168571472,0.0526144988834858,0.0115916021168232,-0.000576229125726968,-0.000113427740870975
0.4,0.0274058915674686,-1.63559472560883,-43.7990837097168,-0.00802499242126942,-0.0116834044456482,-0.00181628309655935,-0.0398903824388981,0.0039823236875236,0.000191475788597018,0.207105621695518,0.0939332693815231,-0.0890596136450768,0.0988069251179695,0.0138418795540929,-0.00061114301206544,-0.000123542340588756
0.425,0.028727063909173,-1.6360684633255,-43.7981376647949,-0.00699184741824865,-0.0114915454760194,-0.00145947048440576,-0.0357254706323147,0.00356607418507338,0.00207566795870662,-0.0272389780730009,0.219204768538475,-0.103863038122654,0.334546506404877,0.00752190221101046,-0.000583038316108286,-8.23098671389744e-05
0.45,0.00300744967535138,-1.6356588602066,-43.7985305786133,-0.00777009408921003,-0.0120644960552454,-0.00180060614366084,-0.0310817491263151,0.00521779572591186,0.00326072867028415,0.0794331058859825,0.0820509195327759,-0.041011668741703,0.123090177774429,0.0130311856046319,-0.000592999625951052,-0.000112157831608783
0.475,0.0407505333423615,-1.63626170158386,-43.7989616394043,-0.00703212758526206,-0.0119191650301218,-0.00195510336197913,-0.0362909771502018,0.00358210690319538,7.32039188733324e-05,0.20071516931057,0.162649109959602,-0.166848555207253,0.158449664711952,0.00693063577637076,-0.000572961056604981,-0.000126199753140099
0.5,0.0233840364962816,-1.63698577880859,-43.798511505127,-0.00800745002925396,-0.0120487790554762,-0.00203279452398419,-0.0417243428528309,0.00435121776536107,0.0020254016853869,0.11279184371233,0.135245785117149,-0.159701317548752,0.110790252685547,0.00903189647942781,-0.000620063510723412,-0.000143015684443526
0.525,0.00844074226915836,-1.63615262508392,-43.7997550964355,-0.00868404097855091,-0.0117920460179448,-0.0019858218729496,-0.0415662713348866,0.00522057618945837,0.00287253502756357,0.2121771723032,0.0285639055073261,0.00710865017026663,0.0642364621162415,0.014378635212779,-0.000596342957578599,-0.000137395225465298
0.55,0.0380677171051502,-1.63598144054413,-43.7975006103516,-0.00700140604749322,-0.00667477259412408,-0.00138554454315454,-0.048114188015461,0.00226414017379284,0.00158078840468079,0.0695500746369362,0.178613856434822,-0.318850785493851,0.0383769273757935,0.00566118163987994,-0.000326598965330049,-0.000102653568319511
0.575,0.0342178978025913,-1.63557195663452,-43.7976455688477,-0.00931487511843443,-0.00672852387651801,-0.00160190323367715,-0.0463475547730923,0.00443498743698001,0.000388743181247264,0.201361581683159,0.171236038208008,-0.275362432003021,0.0671096444129944,0.011583499610424,-0.000337479345034808,-0.000129153704619966
0.6,0.0486264489591122,-1.63572061061859,-43.7985458374023,-0.009925602003932,-0.00653503369539976,-0.0015299255028367,-0.0430377498269081,0.00644570169970393,0.0021502710878849,0.174967601895332,0.140017807483673,-0.0960360690951347,0.183999553322792,0.0156614575535059,-0.000338272540830076,-0.000127000457723625
0.625,0.0434513427317142,-1.63564431667328,-43.7981834411621,-0.00823075044900179,-0.00660349987447262,-0.00133968540467322,-0.0253294818103313,0.00052702659741044,0.00247903680428863,0.113643258810043,0.0978967323899269,-0.151929661631584,0.0438638031482697,0.00141652021557093,-0.000327372021274641,-9.92580607999116e-05
0.65,0.0296788904815912,-1.63701021671295,-43.7977828979492,-0.00828174408525229,-0.00673756049945951,-0.00190388457849622,-0.0381232053041458,0.00369326397776604,0.00147249363362789,0.372302323579788,0.157803669571877,-0.202522218227386,0.113085113465786,0.00586102111265063,-0.000334500771714374,-0.000160451454576105
0.675,0.00274438178166747,-1.63687515258789,-43.7986679077148,-0.00761457066982985,-0.00672209588810802,-0.00147846143227071,-0.0386082418262959,0.00402308208867908,-0.00087539351079613,0.0334004946053028,0.113111525774002,-0.163986951112747,0.0622360967099667,0.00950903631746769,-0.000321505620377138,-0.000110109642264433
0.7,0.0286732129752636,-1.63657760620117,-43.800350189209,-0.00791267771273851,-0.00659362087026238,-0.00189901900012046,-0.038898229598999,0.00148569082375616,-0.00134360766969621,0.174519389867783,0.145294576883316,-0.16368804872036,0.126901119947433,0.00421591196209192,-0.000327106012264267,-0.000160616444190964
0.725,0.0234082695096731,-1.63640964031219,-43.7987365722656,-0.0102643463760614,-0.00689764879643917,-0.00141540530603379,-0.0330322608351707,0.00273860059678555,0.00053666066378355,0.314829438924789,0.123216100037098,-0.0531312637031078,0.193300932645798,0.00702461274340749,-0.000350490445271134,-0.00010865910735447
0.75,0.0318091660737991,-1.63745605945587,-43.7997627258301,-0.00790189485996962,-0.00662834802642465,-0.00143232150003314,-0.0279356520622969,0.00219158246181905,0.000627076544333249,-0.0111316423863173,0.134681299328804,-0.245330765843391,0.0240318272262812,0.00297960313037038,-0.000333768693963066,-0.000111144094262272
0.775,0.0234488938003778,-1.63595330715179,-43.797492980957,-0.00758624682202935,-0.00658128969371319,-0.00137015618383884,-0.0364619977772236,-0.000225558382226154,0.0019937998149544,0.0568861700594425,0.0813651606440544,-0.0420927815139294,0.120637536048889,0.00275988830253482,-0.000331431772792712,-0.000104182850918733
0.8,0.0237489007413387,-1.63548719882965,-43.7997055053711,-0.00812785793095827,-0.00404735561460257,-0.00124235637485981,-0.0476448088884354,0.0027569467201829,0.00137290137354285,0.0234773345291615,0.0936391055583954,-0.215995579957962,-0.0287173725664616,0.0075205760076642,-0.000197642482817173,-0.000105555489426479
0.825,0.0168764367699623,-1.63517963886261,-43.8009033203125,-0.00870625022798777,-0.00354520441032946,-0.00134277436882257,-0.0417955219745636,0.00261515146121383,-0.00103714503347874,0.171312123537064,0.19993282854557,-0.0979731902480125,0.301892459392548,0.00721248053014278,-0.000180130664375611,-0.000125682054203935
0.85,0.0185710452497005,-1.63536393642426,-43.7985954284668,-0.00968483928591013,-0.00393187906593084,-0.00131485017482191,-0.021101089194417,0.00357357622124255,-0.00157121638767421,0.0437383279204369,0.222793683409691,-0.240617722272873,0.204969644546509,0.00786248687654734,-0.000186093195225112,-0.000111456669401377
0.875,0.0158695224672556,-1.63616096973419,-43.7979011535645,-0.00975903496146202,-0.00379550270736217,-0.00112645362969488,-0.0438826270401478,0.00407153647392988,0.00230415328405797,0.208183765411377,0.173943504691124,-0.214651450514793,0.133235558867455,0.00790548790246248,-0.000185980621608905,-9.5454764959868e-05
0.9,0.0315400436520576,-1.63463246822357,-43.7987251281738,-0.00814342405647039,-0.00387611403129995,-0.00107654195744544,-0.0404154881834984,0.000704446865711361,0.00129646481946111,0.302964091300964,0.126974880695343,-0.156691044569016,0.0972587242722511,0.00518850283697248,-0.000198689187527634,-9.28443478187546e-05
0.925,0.021587323397398,-1.63685643672943,-43.7988891601562,-0.00825129542499781,-0.00367826386354864,-0.00144178990740329,-0.0440332889556885,0.00119184446521103,0.000968223961535841,0.323918074369431,0.101515516638756,-0.0406700894236565,0.162360951304436,-0.00203606230206788,-0.000182513438630849,-0.000132161905639805
0.95,0.0139737026765943,-1.63542580604553,-43.7989616394043,-0.00840399879962206,-0.00341951055452228,-0.00113498815335333,-0.0461064986884594,-0.000416541413869709,0.0023157624527812,0.206684350967407,0.109991520643234,-0.239710628986359,-0.0197275802493095,0.00216796901077032,-0.000171966050402261,-0.000100712153653149
0.975,0.0331460610032082,-1.63570308685303,-43.7985229492188,-0.00841481611132622,-0.00404078606516123,-0.00124724872875959,-0.0509559959173203,-8.91176023287699e-06,-0.000720173760782927,0.274509847164154,0.112920597195625,-0.103342391550541,0.12249881029129,-0.000623878906480968,-0.000197895322344266,-0.000106085688457824
1,0.0399724803864956,-1.63867020606995,-43.7996826171875,-0.00728574534878135,-0.00381136150099337,-0.00151232443749905,-0.0494986213743687,0.00295346509665251,0.00200801691971719,0.372539937496185,0.101529747247696,-0.224541157484055,-0.0214816555380821,0.000571907556150109,-0.000181447539944202,-0.000133557696244679
1.025,0.0307079814374447,-1.63749730587006,-43.7982025146484,-0.00932069681584835,-0.00384609657339752,-0.00173472473397851,-0.0196131113916636,0.00238907150924206,0.000513759034220129,0.260489106178284,0.122610934078693,-0.018720593303442,0.226501271128654,0.00856139976531267,-0.000192776104086079,-0.000166128549608402
1.05,0.0218406766653061,-1.63551867008209,-43.7978401184082,-0.00932510104030371,-0.00231048464775085,-0.00126116443425417,-0.0140635147690773,0.00246619526296854,0.0018156657461077,0.192155122756958,0.0495649129152298,-0.0449652560055256,0.0541645735502243,0.010748622007668,-0.000116666160465684,-0.000126313287182711
1.075,0.0292087122797966,-1.63558006286621,-43.8016052246094,-0.00927135348320007,-0.00260804267600179,-0.00121146696619689,-0.00642032828181982,0.0014383242232725,0.00210802885703743,0.160665512084961,0.116304993629456,-0.182435557246208,0.0501744374632835,0.0033646987285465,-0.000128819927340373,-0.000114598100481089
1.1,0.0426818504929543,-1.63482403755188,-43.8005409240723,-0.00711242388933897,-0.00219840393401682,-0.00136069674044847,-0.0505378171801567,0.00443734740838408,0.00268194964155555,0.181283861398697,0.148095309734344,-0.125132352113724,0.171058267354965,0.0122094415128231,-0.000104048136563506,-0.000131000662804581
1.125,0.0373073481023312,-1.63674426078796,-43.7974624633789,-0.0108136152848601,-0.00236070016399026,-0.00126207305584103,-0.0329109355807304,0.00224564806558192,0.000827540643513203,0.209084033966064,0.0743817985057831,-0.12188495695591,0.0268786437809467,0.00118795782327652,-0.000114190181193408,-0.000120872922707349
1.15,0.0578305795788765,-1.63494718074799,-43.797966003418,-0.00962183717638254,-0.0024183252826333,-0.00126387109048665,-0.0373866260051727,0.000566324568353593,0.00262871547602117,0.162387505173683,0.295906096696854,-0.284077256917953,0.307734936475754,0.00539187248796225,-0.000119164411444217,-0.000121740871691145
1.175,0.0145724844187498,-1.63571107387543,-43.7988128662109,-0.0100389858707786,-0.00228202785365283,-0.00105620117392391,-0.0300998222082853,0.000343893218087032,0.00332335289567709,0.191442251205444,0.129206120967865,-0.178850203752518,0.0795620456337929,-0.000857882434502244,-0.000113407819299027,-9.98330506263301e-05
1.2,0.0343850515782833,-1.63678073883057,-43.7976875305176,-0.00835673976689577,-0.00212216563522816,-0.00107203982770443,-0.0517190881073475,0.000234211416682228,0.000343048886861652,0.222794219851494,0.0944629907608032,-0.024565702304244,0.164360284805298,-0.00182039139326662,-0.000104738566733431,-0.000103176382253878
1.225,0.0296806804835796,-1.63602352142334,-43.7994079589844,-0.00857009831815958,-0.00203243526630104,-0.000977180781774223,-0.0299675539135933,0.00730248726904392,0.00201072613708675,-0.0299702156335115,0.0672648921608925,-0.0983706340193748,0.0361591465771198,0.0196746978908777,-0.00010109537106473,-9.51753390836529e-05
1.25,0.0300915278494358,-1.63599181175232,-43.7990264892578,-0.00718484027311206,-0.00239541404880583,-0.00123722455464303,-0.0374514311552048,-0.000754619133658707,0.00116320478264242,0.188450500369072,0.268066763877869,-0.303510189056396,0.23262332379818,-0.00171039579436183,-0.000113816495286301,-0.000114799266157206
1.275,0.0433250218629837,-1.63604509830475,-43.8000411987305,-0.00832815375179052,-0.00257592112757266,-0.00115009816363454,-0.0573785454034805,0.00432460103183985,0.000938365643378347,0.266973078250885,0.0813459008932114,-0.0629116296768188,0.0997801795601845,0.0102040320634842,-0.000124604004668072,-0.000106533916550688
1.3,0.0407729484140873,-1.6382315158844,-43.7991905212402,-0.00725691765546799,-0.0011782837100327,-0.00103273789864033,-0.0502864979207516,0.00414078729227185,0.00309371645562351,0.00943984556943178,0.145006477832794,-0.0891773253679276,0.2008356153965,0.00530586019158363,-5.62291534151882e-05,-0.000106713785498869
1.325,0.0380369536578655,-1.63683915138245,-43.7997055053711,-0.00895313918590546,-0.00149636983405799,-0.000900894170626998,-0.0251118130981922,0.00214806478470564,-0.000676940544508398,0.0806615725159645,0.140373587608337,-0.177488669753075,0.103258520364761,0.00829229131340981,-7.17061921022832e-05,-8.79669751157053e-05
1.35,0.0208501815795898,-1.63556838035583,-43.7993698120117,-0.00963225681334734,-0.00209125108085573,-0.00114983401726931,-0.0424806252121925,0.0042286878451705,0.00251450436189771,0.0267221760004759,0.213978230953217,-0.162341877818108,0.265614569187164,0.0130774611607194,-0.000101985657238401,-0.000111684719740879
1.375,0.0166587438434362,-1.63647365570068,-43.7995681762695,-0.00788160972297192,-0.00118501367978752,-0.00104853429365903,-0.0288990288972855,0.00306178210303187,0.000638721918221563,0.18971474468708,0.186184957623482,-0.224824473261833,0.14754544198513,0.00540946610271931,-5.47514755453449e-05,-0.000105912069557235
1.4,0.0528088249266148,-1.63569784164429,-43.8000183105469,-0.00915504898875952,-0.00129339669365436,-0.0010138126090169,-0.0334718599915504,-0.000407629093388095,0.000587967922911048,0.224787011742592,0.117226287722588,-0.0815553069114685,0.152897268533707,0.000721567776054144,-6.0114158259239e-05,-9.97091046883725e-05
1.425,0.0560889206826687,-1.63701820373535,-43.8009338378906,-0.00747780548408628,-0.00144090014509857,-0.00118159060366452,-0.0455670095980167,0.0033226371742785,-0.000350628921296448,0.220201298594475,0.258069396018982,-0.179418131709099,0.336720645427704,0.00496398424729705,-6.48516142973676e-05,-0.000114901580673177
1.45,0.0319448299705982,-1.63850557804108,-43.800609588623,-0.00848738383501768,-0.000966728897765279,-0.000911007460672408,-0.0456163622438908,0.00377048156224191,0.000813040707726032,0.245137065649033,0.0869415402412415,-0.0848185569047928,0.0890645161271095,0.00573760084807873,-4.35472102253698e-05,-9.10766393644735e-05
1.475,0.0078420601785183,-1.63572454452515,-43.799503326416,-0.00664204638451338,-0.0011848242720589,-0.000938535376917571,-0.0434230789542198,0.00329848239198327,0.00124223006423563,0.0432893484830856,0.23363308608532,-0.235464841127396,0.231801331043243,0.0135970050469041,-5.34899154445156e-05,-9.04793632798828e-05
1.5,0.0395630896091461,-1.63602113723755,-43.7998390197754,-0.00827521458268166,-0.00100103882141411,-0.000820999848656356,-0.0343679524958134,0.00369729869998991,0.000412757915910333,0.214023843407631,0.130316823720932,-0.0632385909557343,0.19739505648613,0.00821418780833483,-4.61358395114075e-05,-8.19160704850219e-05
1.525,0.0363897792994976,-1.63698065280914,-43.7992286682129,-0.00756860943511128,-0.000947322754655033,-0.000702726771123707,-0.0603042580187321,0.00599840842187405,0.000162350363098085,0.265858352184296,0.263464450836182,-0.309435099363327,0.217493817210197,0.012612578459084,-4.51640189567115e-05,-7.18390147085302e-05
1.55,0.025069197639823,-1.6363160610199,-43.799560546875,-0.00935121439397335,-0.00108493352308869,-0.000859312596730888,-0.0443305335938931,0.0019115915056318,0.000320783961797133,0.133799284696579,0.221482291817665,-0.107265196740627,0.335699379444122,0.00638675922527909,-5.3183834097581e-05,-9.01185121620074e-05
1.575,0.0510864667594433,-1.63708603382111,-43.7985496520996,-0.00801835581660271,-0.00117893808055669,-0.000741406111046672,-0.0468152426183224,0.00106225779745728,-0.00177229149267077,0.0538790300488472,0.263428777456284,-0.39855483174324,0.128302708268166,0.000816075305920094,-5.27918236912228e-05,-6.83523248881102e-05
1.6,0.0135831059888005,-1.63568258285522,-43.7995071411133,-0.00794023089110851,-0.00110074935946614,-0.000867216556798667,-0.0510865747928619,0.0016264523146674,0.00305984844453633,0.0554696656763554,0.142777696251869,-0.115809179842472,0.169746220111847,0.00708772987127304,-5.26397343492135e-05,-8.73739918461069e-05
1.625,0.0225530304014683,-1.63522660732269,-43.8003616333008,-0.00484401127323508,-0.00109407224226743,-0.000686663144733757,-0.0517484918236732,0.0022177651990205,8.08718614280224e-05,0.0618178136646748,0.164388686418533,-0.15013313293457,0.178644254803658,0.00659890426322818,-5.41547633474693e-05,-6.95118724252097e-05
1.65,0.03058479167521,-1.63574612140656,-43.7998695373535,-0.00767101487144828,-0.000932149181608111,-0.000667173648253083,-0.0325102992355824,0.002933339914307,-5.9858568420168e-05,0.133438885211945,0.0620860829949379,-0.0107526099309325,0.113419555127621,0.00600913446396589,-4.43562748841941e-05,-6.70127701596357e-05
1.675,0.0181254707276821,-1.63811802864075,-43.7990341186523,-0.00929974112659693,-0.000739865878131241,-0.000549538759514689,-0.0315464660525322,0.00349644385278225,-0.00107811484485865,0.0926759615540504,0.073905423283577,-0.111240014433861,0.0365708246827126,0.00324977934360504,-3.46444721799344e-05,-5.56240192963742e-05
1.7,0.0357397571206093,-1.63599717617035,-43.799072265625,-0.0107546048238873,-0.000701656332239509,-0.00063287140801549,-0.0253252610564232,0.00610702252015471,0.00122159731108695,0.200310349464417,0.215473085641861,-0.132747530937195,0.298198640346527,0.0203572046011686,-3.38272730004974e-05,-6.81698438711464e-05
1.725,0.0260393247008324,-1.63742804527283,-43.7978363037109,-0.00777452392503619,-0.000715974136255682,-0.000502273964229971,-0.0546001419425011,0.000776764121837914,0.00134154956322163,0.081138513982296,0.145266965031624,-0.0487833730876446,0.241750568151474,-0.00127514754422009,-3.40961996698752e-05,-4.94820596941281e-05
1.75,0.039246778935194,-1.63582742214203,-43.7988471984863,-0.0100494734942913,-0.000673535105306655,-0.00069493317278102,-0.0386695861816406,0.00425404729321599,-0.000414489972172305,0.288235187530518,0.209372758865356,-0.130663618445396,0.288081884384155,0.0140101704746485,-3.04323148156982e-05,-7.23829580238089e-05
1.775,0.0128628993406892,-1.63494837284088,-43.7996444702148,-0.00760671170428395,-0.000859925872646272,-0.000590208976063877,-0.0529005564749241,0.00341267278417945,0.00170496676582843,0.271544307470322,0.0881766974925995,-0.080228865146637,0.0961245223879814,0.0101694231852889,-4.09738240705337e-05,-5.85010166105349e-05
1.8,0.0458607003092766,-1.63757979869843,-43.7993354797363,-0.0072210319340229,-0.000670961511787027,-0.000453925458714366,-0.0535424165427685,0.00541989598423243,0.00120822503231466,0.317546010017395,0.0191265810281038,-0.0970375090837479,-0.0587843470275402,0.00706394528970122,-3.08987728203647e-05,-4.39946816186421e-05
1.825,0.0388784073293209,-1.63611507415771,-43.7996368408203,-0.00751382717862725,-0.000986957922577858,-0.00051062268903479,-0.0416137911379337,0.00303800380788743,0.00208492926321924,0.067909799516201,0.188778281211853,-0.107650026679039,0.269906520843506,0.00985507294535637,-4.49713661510032e-05,-4.57963178632781e-05
1.85,0.0235005617141724,-1.63639307022095,-43.8013954162598,-0.00949964765459299,-0.000783766503445804,-0.000794101506471634,-0.0531721673905849,0.00186352105811238,0.00514467293396592,0.284600615501404,0.11867792904377,-0.015450575388968,0.221905276179314,0.00381084508262575,-3.62279242835939e-05,-7.93330400483683e-05
1.875,0.0239187255501747,-1.63636708259583,-43.800708770752,-0.00802397914230824,-0.000815699982922524,-0.000808620825409889,-0.0288611762225628,0.00033589726081118,0.00143981294240803,0.282991319894791,0.197086930274963,-0.207611784338951,0.186562061309814,0.000870541902258992,-3.74142327927984e-05,-8.18628104752861e-05
1.9,0.0369840562343597,-1.63678002357483,-43.8027420043945,-0.00835848413407803,-0.000868769886437804,-0.00050600606482476,-0.0381125770509243,0.00203532539308071,0.00173569854814559,0.0529553443193436,0.176214098930359,-0.162493914365768,0.189934268593788,0.00412867404520512,-4.34045432484709e-05,-5.07432014273945e-05
1.925,0.0471597909927368,-1.63688659667969,-43.8001251220703,-0.0070563773624599,-0.00105050334241241,-0.00104163424111903,-0.0261603854596615,0.000647003354970366,0.00177687522955239,0.140382751822472,0.135746225714684,-0.118503011763096,0.152989447116852,0.00127751706168056,-4.61187228211202e-05,-0.000101127559901215
1.95,0.0439712963998318,-1.63683414459229,-43.8000411987305,-0.00671079009771347,-0.000552255369257182,-0.000349816255038604,-0.0737037658691406,0.00598234310746193,-0.000895265024155378,0.284484803676605,0.242297068238258,-0.232142925262451,0.252451211214066,0.0145138157531619,-2.58110685535939e-05,-3.47735949617345e-05
1.975,0.0298276543617249,-1.63510310649872,-43.7988204956055,-0.00964287854731083,-0.000516837055329233,-0.000712256238330156,-0.0412358604371548,0.00196222169324756,-5.58220308448654e-05,0.282723367214203,-0.0344818420708179,-0.0106968795880675,-0.079660564661026,0.00816983263939619,-2.1025907699368e-05,-7.03719997545704e-05
2,0.0547448322176933,-1.63601732254028,-43.8020706176758,-0.00772248860448599,-0.000601391366217285,-0.000837530533317477,-0.0657873153686523,0.00347657827660441,0.00316562363877892,0.154132410883904,0.14700873196125,-0.120906911790371,0.17311055958271,0.00666485680267215,-2.75243910436984e-05,-9.07151043065824e-05
2.025,0.0436415933072567,-1.63717436790466,-43.8015556335449,-0.00828838162124157,-0.000399849115638062,-0.000602187064941972,-0.0449594892561436,0.00298400782048702,0.00219872873276472,0.0227007009088993,0.125745698809624,-0.113327361643314,0.138164043426514,0.00481741037219763,-1.7854288671515e-05,-6.49874637019821e-05
2.05,0.0261718183755875,-1.63579857349396,-43.7995376586914,-0.0101212840527296,-0.000445140962256119,-0.000569979078136384,-0.034506369382143,0.0024978737346828,-0.000306275207549334,0.0198484510183334,0.0754847154021263,-0.203677758574486,-0.0527083277702332,0.00889855250716209,-1.87477980944095e-05,-5.78861945541576e-05
2.075,0.0498504377901554,-1.63697910308838,-43.7991256713867,-0.00824443344026804,-0.000573451572563499,-0.000593415170442313,-0.0499357469379902,0.00409724609926343,0.00343734980560839,0.077313095331192,0.1143748909235,-0.154683187603951,0.0740665942430496,0.00737998634576797,-2.69066185865086e-05,-6.17174373473972e-05
2.1,0.0335843600332737,-1.63715410232544,-43.798999786377,-0.00854154955595732,-0.000651508220471442,-0.00063559552654624,-0.0362630523741245,0.00398320145905018,0.00100898020900786,0.261606067419052,0.109838873147964,-0.0638445690274239,0.155833184719086,0.0091739846393466,-2.9520628231694e-05,-6.45304098725319e-05
2.125,0.0205117743462324,-1.63628625869751,-43.798511505127,-0.00745071284472942,-0.000445721787400544,-0.000568697636481375,-0.0286091640591621,0.00274830660782754,-0.00180584040936083,0.0728836357593536,0.129093125462532,-0.102586448192596,0.155599802732468,0.00835840404033661,-1.83990341611207e-05,-5.73555116716307e-05
2.15,0.0224910397082567,-1.63687574863434,-43.7998046875,-0.007890903390944,-0.000605039938818663,-0.000434469257015735,-0.0334379263222218,0.00593426264822483,-0.00103922164998949,0.264901369810104,0.0722398087382317,-0.184724420309067,-0.0402448028326035,0.0130981616675854,-2.81092015939066e-05,-4.40144722233526e-05
2.175,0.0184737984091043,-1.63493263721466,-43.7991714477539,-0.00684728240594268,-0.000464078271761537,-0.00043123381328769,-0.0406654253602028,0.00315248593688011,0.00220093387179077,0.165579289197922,0.158480733633041,-0.223713204264641,0.0932482555508614,0.0114217344671488,-2.07586181204533e-05,-4.21880613430403e-05
2.2,0.0362066179513931,-1.63571512699127,-43.7997360229492,-0.00716588506475091,-0.00048309491830878,-0.000435409281635657,-0.0418917499482632,0.00119290011934936,0.00126312824431807,0.106968477368355,0.160046949982643,-0.223257377743721,0.0968365147709846,0.00123443198390305,-2.39599994529271e-05,-4.6878463763278e-05
